"file","area","review_state","content_status","implementation_status","verification_status","ownership","instructional_readiness","learner_validation","risk","learning_blocker","action","reason","dependency","acceptance"
"50_项目产出\P01_Mini_Scheduler\04_实验记录\Worker数量对P95延迟的影响.md","50_项目产出","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续学习者复现","P01 reference 与 30-seed E2 pilot 已验证；学习者复现和真实服务场景仍未完成","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\05_问题与失败记录.md","50_项目产出","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续学习者复现","P01 reference 与 30-seed E2 pilot 已验证；学习者复现和真实服务场景仍未完成","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\06_README草稿.md","50_项目产出","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续学习者复现","P01 reference 与 30-seed E2 pilot 已验证；学习者复现和真实服务场景仍未完成","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\07_简历表达.md","50_项目产出","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续学习者复现","P01 reference 与 30-seed E2 pilot 已验证；学习者复现和真实服务场景仍未完成","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\08_阶段执行说明_v0.1.md","50_项目产出","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续学习者复现","P01 reference 与 30-seed E2 pilot 已验证；学习者复现和真实服务场景仍未完成","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\.gitignore","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\artifacts\experiment_summary_tables.md","50_项目产出","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\export_results.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\generate_svg_charts.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\run_aging_experiment.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\run_cost_weight_experiment.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\run_demo.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\run_high_load_experiment.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\run_rq01_pilot.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\run_worker_count_experiment.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\examples\smoke_check.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\pyproject.toml","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\README.md","50_项目产出","rule-reviewed","content-reviewed","not-applicable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\requirements-dev.lock","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\__init__.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\experiments.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\metrics.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\models.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\research.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\simulator.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\strategies.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\scheduler\workloads.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\tests\test_experiments.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\tests\test_metrics.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\tests\test_research.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\tests\test_run_demo.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\tests\test_simulator.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\mini_scheduler\tests\test_strategies.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P01 参考实现 28 个测试通过；教学与 RQ01 E2 pilot artifacts 已刷新","","保持文档、代码、测试和状态一致"
"50_项目产出\P01_Mini_Scheduler\P01_Mini_Scheduler 项目主页.md","50_项目产出","rule-reviewed","content-reviewed","partial","verified","reference","not-assessed","not-evaluated","medium","否","保留/继续学习者复现","P01 reference 与 30-seed E2 pilot 已验证；学习者复现和真实服务场景仍未完成","","保持文档、代码、测试和状态一致"
"50_项目产出\P02_RAG_Agent_Service\P02_RAG_Agent_Service 项目主页.md","50_项目产出","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"50_项目产出\P03_AI_Workload_Platform\00_项目目标与范围.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\01_需求与任务拆解.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\02_技术方案.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\03_API与数据契约.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\04_实验记录\00_实验索引.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\05_问题与失败记录.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\06_README草稿.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\07_简历表达.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\08_阶段执行说明_v0.1.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\P03_AI_Workload_Platform 项目主页.md","50_项目产出","rule-reviewed","draft","partial","verified","reference","not-assessed","not-evaluated","medium","否","小修/继续实现","v0.3.1 内存、多服务、权限前置过滤 RAG retrieval、短时负载和 kind 功能性 reference 已验证；generation/Agent/K8s 生产化仍 planned","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\.dockerignore","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\__init__.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\auth.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\dependency_check.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\dispatcher.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\fixed_replay.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\main.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\metrics.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\models.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\postgres_store.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\rag_workload.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\redis_queue.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\settings.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\store.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\worker.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\app\worker_service.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\artifacts\e08_rag_reference_smoke\README.md","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\artifacts\e08_reference_repeated\README.md","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\artifacts\e08_reference_smoke\README.md","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\compose.yaml","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\database\init.sql","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\Dockerfile","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\load\locustfile.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\pyproject.toml","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\README.md","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\requirements-dev.lock","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\requirements-runtime.lock","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\scripts\run_load_smoke.ps1","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\scripts\run_worker_scaling_repeated.ps1","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\scripts\run_worker_scaling_smoke.ps1","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\scripts\verify_compose.ps1","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\tests\test_fixed_replay.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\tests\test_redis_queue.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\P03_AI_Workload_Platform\p03_service\tests\test_workflow.py","50_项目产出","rule-reviewed","content-reviewed","executable","verified","reference","not-assessed","not-evaluated","medium","否","保留","P03 v0.3.1：27 项测试、RAG 安全边界、Redis Streams、固定时间表 sender、五服务故障闭环和 1/2/4 worker × 3 随机化本机 reference 已验证","","保持文档、代码、测试和状态一致"
"50_项目产出\案例参照\脱敏合规AI案例_工程参照分析.md","50_项目产出","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"50_项目产出\金融工程项目候选范围说明.md","50_项目产出","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"50_项目产出\项目产出总览.md","50_项目产出","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
"50_项目产出\项目展示素材\00_索引.md","50_项目产出","unreviewed","unassessed","unassessed","unassessed","unassessed","not-assessed","not-evaluated","unknown","unknown","人工复核","仅完成文件覆盖盘点，尚无逐文件人工成熟度结论","","人工核对内容、实现、证据、教学就绪度与风险后再赋值"
